source,path,suffix,category,cyrillic_share,words,bytes,factor,heuristic_tokens,sha256
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\queue.py,.py,code,0.0,2623,29394,2.7,7083,61e03d48ae1b93fe8d848098df603238582e6a97fd6262ad3a49c406b86d1aa2
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\runners.py,.py,code,0.0,388,3462,2.7,1048,70d3594cc5abb8407ed27b83d5b63113e59a6a8aae6067e822560e72900cf57a
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\scaffold.py,.py,code,0.0,797,9341,2.7,2152,7c5b1b2de87d04970330cacb779cd9d63924610aded17f160397589259e7eeb0
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\schemas.py,.py,code,0.0,1021,10190,2.7,2757,fd4ad37c793608475bce8760a677a829cc0667d46d35741930b1188ae9abaefc
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\specify.py,.py,code,0.0,385,4433,2.7,1040,fcdb16924619c45836bac07a38dc041fb26e7239b9b00dfcc6f00ae946da8072
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\steps.py,.py,code,0.0,169,1749,2.7,457,ed77abefee52a9fb442d91c3b49d81dae414adec33fb895a1e3b8afe7ceb3b99
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\transitions.py,.py,code,0.0,2326,22460,2.7,6281,26545ab2a5387a44c561ffd0c51035423aa3b0852902af880a3740a37ed0d822
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\conftest.py,.py,code,0.0,49,580,2.7,133,c1899ddf9934f6e38053156325d38f6459f9886cdd5ac5d666294f4da5cd13cd
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_artifact_workflow.py,.py,code,0.0,305,3335,2.7,824,95c308642d7e7e771626250eb077d06574fd1ce038697c1e14b2ec4fe2f73c0b
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_failure_modes.py,.py,code,0.0,256,3144,2.7,692,4a209e30ddec0d70f29a573f7946e136ae20fe8a0b85e9cfa943660d9032653e
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_golden_workflow.py,.py,code,0.0,196,2365,2.7,530,6adfb517ca41f65019828ff2b2d18e06df54f3ac143dc2881e4d0c412f216f48
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_noop_workflow.py,.py,code,0.0,257,3264,2.7,694,20796aebcef82a4cfa8a846a2d7d44be59794f602d2c583febc437a859102489
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_terminal_workflows.py,.py,code,0.0,166,2094,2.7,449,ee72558784f305638ca8a5b734909a2853e57f8c207752e57c4e3aedb5d805a3
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\limiter.py,.py,code,0.0,172,1930,2.7,465,ec490e83604cefa078f716463a128cbba537deb4a4f37f7400a67c4e093cb34b
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\policy.py,.py,code,0.0,121,1095,2.7,327,10fcc7903471df594b62615f0413ab1f47894961a7ab57be7fb60b1991670458
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\stats.py,.py,code,0.0,195,2434,2.7,527,72f478953bee2e89e1a01d0448cf6944f7b9311b232ca0bb4f65e3fa6848c481
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\change_builder.py,.py,code,0.0,1529,22035,2.7,4129,66b8d4842cfac2af9ba7336c39904b78072e47d6636188485470abe45c0f8fff
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_atomic_io.py,.py,code,0.0,595,7099,2.7,1607,5b6990c2f036bfe5b644b04b36a3dfbde0ed7496aee80347d456e86b6f9694d6
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_cli.py,.py,code,0.0,2503,31159,2.7,6759,bfcbe0e41ce9121009668a440be4008c1107b156239d282a8f1127b875cddb1d
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_compatibility.py,.py,code,0.0,535,7193,2.7,1445,70d04a9ea63470d012a5ea1a6eaf254d9ecc6af6a7e052dfd4b95d0431e0ae79
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_crash_recovery.py,.py,code,0.0,967,12775,2.7,2611,026369b9eed0e7eec05c10253b2abc4848a9d289327206900dbab4b094b968be
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_evidence.py,.py,code,0.0,256,3250,2.7,692,e8b60f0e9eb645f7cfdabb0a44965fb5ec83924c3f048327a7cf5323f8ad5f7c
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_indexes.py,.py,code,0.0,348,4166,2.7,940,9e4677a4f061a27aaa7bbe8a1510fb71f7447c7052c8fb55a1c0af34026121b4
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_locking.py,.py,code,0.0,503,5493,2.7,1359,c7d0c160815c51d7e459111871e0adf49ace19e60e6143c5870b54329f4d39e6
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_security.py,.py,code,0.0,1203,15676,2.7,3249,5286c4facc0a42ee0409245f7a59e3061083f6e00680c9e06364c805e2bb7323
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_transitions.py,.py,code,0.0,413,4917,2.7,1116,1bfacc98508414c87524c4db3b20a4dc7b6644e7070a7b423d6e967ec9e61a4d
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_core_transitions.py,.py,code,0.0,815,9669,2.7,2201,40a10a747f03640f713cb37d8543f3d2279c152a544cea9543abb35d6fcd3809
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_distribution_and_upgrade.py,.py,code,0.0,476,5473,2.7,1286,fb444b1254b78fa05406b862462fdaad7cf635a178dc1f4f03f02f9217dc7e9d
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_installer.py,.py,code,0.0,1288,15722,2.7,3478,4df4fb3088793c76d5ae73826fca2ac7d4163b717a70380ed6771bcae78e6f43
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_layout.py,.py,code,0.0,307,3533,2.7,829,3038564c6f9dbda4d06af4c34213b3662a1529ea7e3b88df07c266eed462eee9
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_route_convergence.py,.py,code,0.0,214,2715,2.7,578,4d06718e7fda48dce4e98c07085de7696986ac666cb10869405d076f8c57d0ce
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_validator_cli.py,.py,code,0.0,454,5814,2.7,1226,f92ad7a6ebf6fea802fc28be49b14c50b7ebf29b454141ce8f605e6f5295f9d8
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_wheel_evidence.py,.py,code,0.0,240,2812,2.7,648,3d908546bcc49d0cd61767292a51303e9f7e5c498630a72ada12becfbc61da18
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_wheel_smoke.py,.py,code,0.0,462,4335,2.7,1248,1e300b61819d1bea4d7de41858cf4de870837bc2847aa0ece17f2109dd655c17
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_analyze.py,.py,code,0.0,576,8024,2.7,1556,df56fe06419b8dac200fbb77da21a3c841c433e1097b2d7fefcc9fef0794dc6b
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_assets.py,.py,code,0.0,113,1237,2.7,306,4100f899b60736bb37ad93e18b979f7ab73ffcb55f431b241a8dfd9ede41e007
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_catalog_freeze.py,.py,code,0.0,254,2906,2.7,686,86e286559f34c3e1153a53c2321988f4deab62948b681cc1451b86be375dadb3
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_cli.py,.py,code,0.0,1070,13655,2.7,2889,c4fa9392ef74931339c4a8abb9316ec6f83bde0010eb886a41d546c25994a15f
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_codec.py,.py,code,0.0,355,3990,2.7,959,f1e7f03851afadd598748d11f7216c8d5849d7a4eb4498fc8f65b2cdee470255
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_concurrency.py,.py,code,0.0,224,3068,2.7,605,3e4b0e482d87b9c097c7833a8c0be384d4b3c340c5335ae602de8703c122d5d5
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_contracts.py,.py,code,0.0,437,5580,2.7,1180,d60d40e58b16ea16e1393f10f1f88c95a45c8cc62a36ad6f9a2259227db8f799
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_patch.py,.py,code,0.0,347,4654,2.7,937,5bb512800b8a13b7b2b77e778e2141c050ce2aa825397ea2c32c543bd27d0415
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_policy.py,.py,code,0.0,485,7196,2.7,1310,966ee958fbfe871e7a35025c5994c33228708c9aaa9f6ea95c9ac13f9f988fdb
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_reader.py,.py,code,0.0121,382,4739,2.7,1032,fd456958d6ca2b102b56f1c3e7f0181cd4f04e79ff0360964cec908d4352c329
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_recovery.py,.py,code,0.0,274,4282,2.7,740,304fdfef71728498daa11dd43eb6d62f84e88b0dcabfaea4e2742df5789fd655
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_registry.py,.py,code,0.0,520,7391,2.7,1404,4a4a312524ccf1b313e509f97e1be707582d5b4fc39cb46fab6afeeb521f5a62
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_service.py,.py,code,0.0,2201,29750,2.7,5943,5d85a85ed8e636cf9c297d7b57d3867822c5ea1d65550c53c48fb1d282cd9490
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_writer_eval.py,.py,code,0.0,1157,13461,2.7,3124,85ed3dae7ed83a86ba1d65121be3be809e016580b95f2d20462b421c1eea7914
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_board.py,.py,code,0.0,696,8761,2.7,1880,b00ca097be1d678630e8f9c552fb49669549ab7ff1a2b20a459fb03d8849d0f5
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_config.py,.py,code,0.0,144,1580,2.7,389,349a606d5b437fe1c4593d0020b7cde84a5791edea29733de70dbc2305d2e74f
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_context.py,.py,code,0.001,991,12235,2.7,2676,ef3be760ebdb56b8df3407058124e2c31e25f18312bceac75c04d650e401976a
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_contract_v3.py,.py,code,0.0,207,2744,2.7,559,3983dc1b013c3430585f513218de643f5f5a3c103e881fb54ac51de8bc82abc0
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_decide.py,.py,code,0.0,987,11589,2.7,2665,d9ebd23705cea99a94e731ee6507a7a638684c81150e734765a4f06f23599e95
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_evidence.py,.py,code,0.0,704,9750,2.7,1901,c8b1c6c8dee56f7d6d84caaa781262d5231225c1b535e2bbf40340f901ead530
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_first_write.py,.py,code,0.0,605,7276,2.7,1634,110d3cd495455d2dd0e6bf775f6920b8e35e191c3dff117ce521a0d626fc8fec
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_frontmatter.py,.py,code,0.0,104,1032,2.7,281,176b9639ac780251e28024c1a1b266ca81165beed999679fc2920d3c4a78e8cd
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_fsm.py,.py,code,0.0004,3433,45280,2.7,9270,aea3dd4bb8396201433b38b1c64e59d002a4fcac5f20dd4122e79e917f43d554
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_fsm_mutations.py,.py,code,0.0,1161,14231,2.7,3135,8b68f92daf76161b0e1430304fd20accccc4c5dbe188039e623c806d8569d9f2
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_gate_receipts.py,.py,code,0.0,519,6241,2.7,1402,4f037663c5baa8e7292e6ea991845919d31ba701b85e12d323397aba43ae80e4
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_graph.py,.py,code,0.0,103,1248,2.7,279,7d7d64280ea7ddc14d8daf930308d11219d7da436e44a1b637b776494f76f7df
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_halt_contract.py,.py,code,0.0,535,6112,2.7,1445,421ce3c87a653e508026a3a188d8b07db4c207941cdb62d17512c400d57a818a
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_hasher.py,.py,code,0.0,327,3716,2.7,883,bf419cb7242b77f9041f92061dffab4fdac4747a43f0bfd286b4c5a8066f73e9
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_installer_skills_dir.py,.py,code,0.0,132,1286,2.7,357,f722824ac5e0f55eb8af332da89a0ee88454409c1b3da7b016b8fc8ddc5d885e
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_integrity.py,.py,code,0.0,385,4362,2.7,1040,4c0d92a3df9a1a7863d496ac9bd7f42db6abca2b7f2b0ec4250ed2364f0edb66
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_leash.py,.py,code,0.0,1726,19865,2.7,4661,4d3fbf959e7e47256e7659bee23790773d04999328f6d572bf6bf3e9a0fe8edd
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_llm_adapter.py,.py,code,0.013,521,4643,2.7,1407,971d83fe2af7ca033a2142996fb083fe3af1e1b0343d03ebaaffbfd0088a5b89
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_lock.py,.py,code,0.0,230,2892,2.7,621,4eba2db23f740844db67409d930fa27412675a1c4371030ce468fa52f03d89b0
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_manifest_and_ci_leash.py,.py,code,0.0,457,4802,2.7,1234,089e3570e6d375e7ecf90bc41a8c9468804216945580e44e4b2d4651a34f2a8d
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_queue.py,.py,code,0.0,990,12329,2.7,2673,a267f169615e5e344c5633daff748b717c6be489412253b51c48879ff3e8080d
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_schemas.py,.py,code,0.0,962,13048,2.7,2598,98a1b87ac61f26808277e3066fa8c7de60ac2a5ab1a4b71a3afff9ac492fcc84
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_skills_core_state.py,.py,code,0.0,431,4372,2.7,1164,f036976033b5fe61f1b9e84408641617a7ba21e802e4d1d39bd9750212ffa00c
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_spec_style.py,.py,code,0.0,217,2029,2.7,586,22eacd9047c8ade6a17a54380357c94f27b41e550ed5163d61c9f78f777a5fa9
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_specify.py,.py,code,0.0,432,5717,2.7,1167,b8ecc13d9b68869e153337ca3ccfe409253f28058763e7c6ee889f11693b6cc6
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets.py,.py,code,0.0,378,4099,2.7,1021,f21154ebf38a3ff01dc20f37e6b3c09f5941d41a76366b70e34349ebcb807e32
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets_hash_coverage.py,.py,code,0.0,770,9306,2.7,2079,7837943303c71cd19f655cf6e5764672b389e269769ff70515e8dae1c69b80b4
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets_recovery.py,.py,code,0.0,708,7243,2.7,1912,dfe3cc3df3b8cd574d991ad882f8542baba2084155419e9379b22df3550e3c1e
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_templates.py,.py,code,0.0,338,3875,2.7,913,dd77c11705f70772cdaaa27879e6178bf100cc34aeb4b160d2245d9f577a8cb2
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_v3_red_acceptance.py,.py,code,0.0,1100,12360,2.7,2970,fe57ce38bb2abf758bcb65ee2701a4e9bf25189ef32c4d444fc0d463d1deeb5a
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_version_consistency.py,.py,code,0.0,246,2772,2.7,665,58c21e7af682d8e4a8962fa7d96d4f9bbd0f7677a01224a682b4e7b8fcbf8cdf
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\case.yaml,.yaml,yaml,0.0,96,999,4.5,432,318737feb5dd1e9514ee6d415d7798864b517074424a6bcc36d0e0761ae09a76
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\dependencies.lock.json,.json,yaml,0.0,8093,211710,4.5,36419,03466f7f8f644b2ceb12742ba3f364c0f7b197cc0061dfd0ab4bd8e21eea2253
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_atomicity.py,.py,code,0.0,512,6207,2.7,1383,ca56e2e1c0b48ae47f5324cae8093750d49ea8e836ba7e8570729263a4b465a0
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_consistency.py,.py,code,0.0,166,2127,2.7,449,e1258c3f40c9ccbdfab7d299797d1d187bcb60c509631c3eda5d33c2fd38f5c6
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_functional.py,.py,code,0.0,1092,14177,2.7,2949,7da051b1ad8519ac48bca7311500e06707baebe9621f9e44ea904cc4ec384567
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_resilience.py,.py,code,0.0,1963,23971,2.7,5301,862b3992265d3a74a03037ed6557a67b56cc82915b9767b8d781c603fcd604be
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_resources.py,.py,code,0.0,462,5270,2.7,1248,ef64debc7f7724eae31a7f6ee5ed1327f717826f38c6606b858a8890731c236f
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\input.md,.md,en,0.0,725,6120,1.3,943,8b2fab80f3560e651c0b54a0e8fed57983e85088cc9ed660b0de05e43f5bff7c
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\functional\manifest.json,.json,yaml,0.0,207,2648,4.5,932,aa6ed690e3d44296b84bc1a66a5167805e1970110fd238c082dc57151854dd4e
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\integrity\manifest.json,.json,yaml,0.0,160,1629,4.5,720,24f261cd80997c1fddcbb5d457a52a517f6bb33f34ab78e147845b8339f476d8
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\manifest.json,.json,yaml,0.0,873,9351,4.5,3929,595d2368bd4c5540ebd56f48362cc5d1c13f74cb5197a3d6d23e924ed564d7a8
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\process\manifest.json,.json,yaml,0.0,260,2761,4.5,1170,47fb269b7687af13d248949b3761306f707f0d7855ddaf069494ae7673057d06
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\resilience\manifest.json,.json,yaml,0.0,214,2207,4.5,963,56aac153a2d06a5f46547955ebab2af3f89a7c35a46921da30013941f6539ad4
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\interpreter.py,.py,code,0.0,1088,11814,2.7,2938,c1e8236071bad464fddd5a84139a149434a9f0be02903a3e7b73478066e43482
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\manifest.json,.json,yaml,0.0,32,462,4.5,144,d0d754e1e3231a44db359ca2467f7411f24deb3650bdc3f035e5a1213587b366
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\patches\parallel-approval\overlay.json,.json,yaml,0.0,51,1189,4.5,230,0129156303c9f5327f929dbb8c02e8c5e3fd6ad09fdeb6e765f735e71e190ed0
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\patches\version-supersede\overlay.json,.json,yaml,0.0,43,1072,4.5,194,77721d14251d031144f1c45b5e49103175c78e412dfa7351e9f46e2328f8cda6
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\variant-contract.json,.json,yaml,0.0,78,1104,4.5,351,00565db3ab2305a02bca1190249b77bab1ff251f2b8381117459f6054d8f20cd
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public-inventory.json,.json,yaml,0.0,1478,40401,4.5,6651,ac785e2be78db2c8983d78b626586085f669c4d8566c7d9e26abd463cc1a1560
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public_suite\baseline_suite.py,.py,code,0.0,865,10988,2.7,2336,c71cacaa2bfc4dc86aa5789d32d7c2e284e6c31988abb1fcac6ca49c8d147591
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public_suite\clients.py,.py,code,0.0,390,4290,2.7,1053,362f1eb9d090caae99048b0f09478ef0e540746903a3f0c906b8ec4e6162764a
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\README.md,.md,en,0.0,393,3180,1.3,511,ced6bfe4522bbceff80b0ea87bd934ce08f7d21b7f58c4c28ffb9b539178052c
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\calibration-index.md,.md,en,0.0,532,2967,1.3,692,42e5c2e40563b100b8ba2f2006c96f2a0afd67554133b131559e31e7035e5510
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\calibration-summary.json,.json,yaml,0.0,787,10282,4.5,3542,73e0b509d0e04c214dc6d276d8f50c116d449ab718fa7e1f43fe2c4778503f68
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\qualification-index.md,.md,en,0.0,188,2055,1.3,245,590b043f9dd660cb4ff5c01da2e181745348da574b426d741125453b6d776e85
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\compose.yaml,.yaml,yaml,0.0,295,4923,4.5,1328,f92669312f4b783e76a8879e12d8948fadbada2628ab55b6d55e74f118ff0ffa
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\archive\2025-reporting-consolidation\analysis.md,.md,en,0.0,114,872,1.3,149,1e501a9f66b47800300f8369fbd0126d3c7eaac3379ee1c7a179228c03569eb9
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\archive\2025-reporting-consolidation\request.md,.md,en,0.0,124,965,1.3,162,a1f7c0fc018e3b366705d2af8ab0aed357e8618a18958acd100edd51caf8f269
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\_capabilities.yaml,.yaml,yaml,0.0,256,3366,4.5,1152,73a276b6a70ddf3c12198bb8db1260197d5808b9aecc6d2b8ab62ca05a39e8ad
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\contracts\api.md,.md,en,0.0,475,3680,1.3,618,2651efa7fdf7dad5363a98e948aee86f81edd77201033d6aaa3819ab6235eb82
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\contracts\canonical-observation.md,.md,en,0.0,200,1911,1.3,260,913b6c5deaa22d67df0c5a495342e20fd7ccd363ebdad1deb659693f0ba63868
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\contracts\events.md,.md,en,0.0,571,4244,1.3,743,a0a84869478f25ed9b6fa94bf6a9d3e697a3f8f81303773d3a8e99a82340352c
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\contracts\README.md,.md,en,0.0,232,1897,1.3,302,0df32f1c8fcb508f1a514ac2b7da865411f83f1186a777da7c315f92930303e6
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\infra\postgres\README.md,.md,en,0.0,249,1904,1.3,324,3e50f973fbdad3574b6b6dbeab4703d4f71cba56165dc41530870f9db6fe950f
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\legacy\README.md,.md,en,0.0,122,862,1.3,159,9e17387009bab72914d12d37f0ab97301cdaf9466a4e13d6fd41fa90b9ae8be1
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\README.md,.md,en,0.0,364,2991,1.3,474,46cfb561562a25d2289f38720f8ac79df2253cd8ee9f46b4c87505999f617452
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\tests\system\fixtures\approve.json,.json,yaml,0.0,40,442,4.5,180,2c9d0016dfd968fdc3eb4123d251afd39dc180d7eb20939fe2275a470636bc2c
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\tests\system\fixtures\reject.json,.json,yaml,0.0,40,454,4.5,180,4b8d1153a4e966a567b563f96dbb286c7f8c05dc603d4e2ddce9c3a4f3663235
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\tests\system\README.md,.md,en,0.0,132,997,1.3,172,6ec1aa9584d9a3704d65e23f951abc5d85d1fbbdfa7c791c874b4db08724aae1
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\WORKER.md,.md,en,0.0,218,1449,1.3,284,59a6748cb942b4dd5f10b2aa5a921179ee1d04354a02c09d249b6b764074b50f
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\case.yaml,.yaml,yaml,0.0,49,524,4.5,221,a440306929d87b384b0b7623202e213b5b97079da1f3cc0fce2ed47f0e924749
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\hidden_suite\test_acceptance.py,.py,code,0.0,97,1135,2.7,262,2b7f4367bc500e37e360f30c83b9a76b53cc06484c337412efb9ec60a0965f65
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\input.md,.md,en,0.0,126,866,1.3,164,c736c8043c85f78bc14b0ac161a402b7e55a5dc91a79a1faa31ee47abb52c6b6
