source,path,suffix,category,cyrillic_share,words,bytes,factor,heuristic_tokens,sha256
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\oracle.yaml,.yaml,yaml,0.0,73,1053,4.5,329,418411bbef9ec149766b97274b4d67d195b6a010265239f20058317eaee3ff48
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\seed\docs\spec\_capabilities.yaml,.yaml,yaml,0.0,26,338,4.5,117,d13071fd47095b0b7d21f889ea0fabfa28fadf4cd08ab09d69f06372df29ccf2
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\seed\docs\spec\security\ratelimit.md,.md,en,0.0,65,453,1.3,85,3635f2c458662589014e13d9bc17397fe423eaf95849baa9aef6fd425f6c04ca
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\seed\src\ratelimit\limiter.py,.py,code,0.0,106,999,2.7,287,e88e3e74457e1f5478f371c0a3c33c37ecca071a48f35cb837e9e21779eaf486
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\seed\tests\test_limiter.py,.py,code,0.0,24,275,2.7,65,e1fd781e324e0901eccc93cec9051cb6f6a940bb376b96e323f376e483d185ce
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\WORKER.md,.md,en,0.0,116,728,1.3,151,f59e51c1e5cdeda4cf81fc921616184a5a019fb3c1dcbd87ed7c000fafe854cc
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M02-policy-stats\case.yaml,.yaml,yaml,0.0,59,627,4.5,266,d801ae394a61eccd76d963818f7bf845e3fe0b215e5708b8eadad62ae8559137
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M02-policy-stats\hidden_suite\test_acceptance.py,.py,code,0.0,350,4014,2.7,946,07719d497f28c949cd61b627d51a86c22417e36db9d028c37c30c60f5e90644a
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M02-policy-stats\input.md,.md,en,0.0,252,1919,1.3,328,230afe61036fce05e9104f272f18a53d5aa7097cf636d6a617243cbecf2636b1
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M02-policy-stats\oracle.yaml,.yaml,yaml,0.0,163,2473,4.5,734,4a466b088c4f0682bd6e69fcb47d1c6623b0ec748d622a4666a399716ac2ea68
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M02-policy-stats\WORKER.md,.md,en,0.0,116,736,1.3,151,367533e8f8028b2be73ddccd3fbe2fb053b0599b53f5275337c205b997a3af03
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M03-adversarial\case.yaml,.yaml,yaml,0.0,122,1085,4.5,549,da1831005d0df5a7adb96b82a30488d9edd62acb60b3baae21fed40d1fa0e8d1
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M03-adversarial\hidden_suite\test_acceptance.py,.py,code,0.0,63,877,2.7,171,a80370c8ae5410db56c7d63aecb0aea5a5d3d9d3fef7cf05b9327cd7d74d8510
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M03-adversarial\input.md,.md,en,0.0,186,1298,1.3,242,7c2844c6bcf26045a179893ff53fb0bdc4ea65875198a15c8beda66cf286e175
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M03-adversarial\oracle.yaml,.yaml,yaml,0.0,101,1275,4.5,455,f29d7085c8cb70297f87a7297a816d37ef2e10305ae9552ac00d402f67062ee6
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M03-adversarial\seed\docs\spec\_capabilities.yaml,.yaml,yaml,0.0,29,371,4.5,131,b8e5ad4ff2e9fb053eda234a0ef7ac3341cfc1854019807fe700903ecfd20d8b
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M03-adversarial\seed\docs\spec\monitoring\usage_stats.md,.md,en,0.0,57,387,1.3,75,bbb66eca64b29a83f92ed5bf49d421ea3959265e4d636b8f7c3cfc11f00bde4e
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M03-adversarial\seed\src\monitoring\usage_stats.py,.py,code,0.0,45,403,2.7,122,5245dfb42ff684fa91af6a4ba79f954413e809b79ac3763b457af6ba10b9e93f
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M03-adversarial\WORKER.md,.md,en,0.0,84,557,1.3,110,668d8400393bd41be54ea2e37090066ba718f22c3844c5b14a5c587c1376dc83
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T044310Z\20260921T044310Z-M01-cooldown-1\sandbox\.deltafuse\bench-journal.jsonl,.jsonl,en,0.0,139,5571,1.3,181,d9dae68da12bd22583f3d9b2566108d91f2a8eb4a63655f8f40e02a291644aa3
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T044310Z\20260921T044310Z-M01-cooldown-1\sandbox\.deltafuse\transitions.jsonl,.jsonl,en,0.0,44,765,1.3,58,af8d948837ea20091b63a2bab628b481cbd2771e22ee6c74728eeb744f7f12fa
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T055756Z\20260921T055756Z-M01-cooldown-1\sandbox\.deltafuse\bench-journal.jsonl,.jsonl,en,0.0,266,24190,1.3,346,4e6eca7c4f9262c15b391c9921bfcdf4b545cee51b2938cdda32ea9d0581ee83
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T055756Z\20260921T055756Z-M01-cooldown-1\sandbox\.deltafuse\gate-journal.jsonl,.jsonl,en,0.0,3496,53288,1.3,4545,3750db06d68b976b58ce140487a5efd88b5eea72555e485c058c1d439ab511c9
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T055756Z\20260921T055756Z-M01-cooldown-1\sandbox\.deltafuse\transitions.jsonl,.jsonl,en,0.0,60,1015,1.3,78,41d2edbc052aa8e534380de53cdf074ad52d1b5fe9bcfa119ac1d609e30075a0
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T055756Z\20260921T055756Z-M01-cooldown-2\sandbox\.deltafuse\bench-journal.jsonl,.jsonl,en,0.0,212,11687,1.3,276,967ac91875f0879f041d2cab833add7bf6f02e3a8fc903b7009150bc99674abf
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T055756Z\20260921T055756Z-M01-cooldown-2\sandbox\.deltafuse\transitions.jsonl,.jsonl,en,0.0,60,1015,1.3,78,160ac1dc2e91bfe1c85da9310380ece3d37a3c871d123c2f352a4143fd3562d6
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T055756Z\20260921T055756Z-M01-cooldown-3\sandbox\.deltafuse\bench-journal.jsonl,.jsonl,en,0.0,534,28696,1.3,695,376ccd474a1a3ce9b20785fb6bfea134107a155e967b8ddf5d25f3e96800376c
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T055756Z\20260921T055756Z-M01-cooldown-3\sandbox\.deltafuse\gate-journal.jsonl,.jsonl,en,0.0,3496,53516,1.3,4545,d883733aba131ed10d00fe1f6699aca60afa15037a8da53638f47410e0be268c
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T055756Z\20260921T055756Z-M01-cooldown-3\sandbox\.deltafuse\transitions.jsonl,.jsonl,en,0.0,60,1019,1.3,78,f0bc3b83948008ecba975174a9c0fc11f42a517fbacd7f4095ac229b6588c79e
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T072327Z\20260921T072327Z-M01-cooldown-1\sandbox\.deltafuse\bench-journal.jsonl,.jsonl,en,0.0,508,14084,1.3,661,dae730a48da89153d8171a0c9a91b9c692081d04598a9d5b64619f3fb366fa34
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T072327Z\20260921T072327Z-M01-cooldown-1\sandbox\.deltafuse\transitions.jsonl,.jsonl,en,0.0,74,1271,1.3,97,38b0104cb773ba6427e3c5c7875d71fd0a26a96ce65304cfd3346816751cf032
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T081038Z\20260921T081038Z-M01-cooldown-1\sandbox\.deltafuse\bench-journal.jsonl,.jsonl,en,0.0,708,23349,1.3,921,005af385f22fb20e97f6fce9d02c692497d876c70d946984987bb4bbb4cf4a3d
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T081038Z\20260921T081038Z-M01-cooldown-1\sandbox\.deltafuse\gate-journal.jsonl,.jsonl,en,0.0,46,635,1.3,60,064b80193ab6f9546ca27b587ffef40349bb2a13965a3d86328738a221b10973
runs,C:\Users\ghost\AppData\Local\deltafuse\runs\20260921T081038Z\20260921T081038Z-M01-cooldown-1\sandbox\.deltafuse\transitions.jsonl,.jsonl,en,0.0,152,2568,1.3,198,54d3163040a2f235cb6d66708cc44883872f0e5c855554292574c1a709a0490e
