source,path,suffix,category,cyrillic_share,words,bytes,tokenizer,tokens,tokens_per_word,tokens_per_kbyte,heuristic_tokens
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\skills\declare\SKILL.md,.md,en,0.0,513,3451,qwen3,779,1.5185,225.732,667
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\skills\decompose\SKILL.md,.md,en,0.0,435,3120,qwen3,757,1.7402,242.628,566
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\skills\implement\SKILL.md,.md,en,0.0,415,2854,qwen3,646,1.5566,226.349,540
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\skills\intake\SKILL.md,.md,en,0.0,471,3244,qwen3,780,1.6561,240.444,613
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\skills\run\SKILL.md,.md,en,0.0,434,2717,qwen3,695,1.6014,255.797,565
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\skills\specify\SKILL.md,.md,cyrillic,0.002,561,3881,qwen3,904,1.6114,232.93,1235
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\skills\verify\SKILL.md,.md,en,0.0,468,3236,qwen3,754,1.6111,233.004,609
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\.deltafuse\config.yaml,.yaml,yaml,0.0,49,564,qwen3,172,3.5102,304.965,221
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\AGENTS.md,.md,en,0.0,300,2169,qwen3,500,1.6667,230.521,390
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\analysis.md,.md,en,0.0,52,342,qwen3,77,1.4808,225.146,68
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\change.yaml,.yaml,yaml,0.0,63,559,qwen3,205,3.254,366.726,284
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\coverage.yaml,.yaml,yaml,0.0,22,325,qwen3,102,4.6364,313.846,99
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\design.md,.md,en,0.0,44,352,qwen3,63,1.4318,178.977,58
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\evidence\green\evidence.yaml,.yaml,yaml,0.0,31,358,qwen3,166,5.3548,463.687,140
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\evidence\red\evidence.yaml,.yaml,yaml,0.0,30,290,qwen3,97,3.2333,334.483,135
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\request.md,.md,en,0.0,47,300,qwen3,73,1.5532,243.333,62
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\routing.yaml,.yaml,yaml,0.0,25,235,qwen3,61,2.44,259.574,113
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\slices\SLICE-01.md,.md,en,0.0,92,714,qwen3,204,2.2174,285.714,120
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\spec-delta.md,.md,en,0.0,40,344,qwen3,100,2.5,290.698,52
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\tasks\TASK-001-template.md,.md,en,0.0,66,504,qwen3,143,2.1667,283.73,86
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\change\verification.md,.md,en,0.0,59,394,qwen3,104,1.7627,263.959,77
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\CHANGELOG.md,.md,en,0.0,30,213,qwen3,57,1.9,267.606,39
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\docs\archive\README.md,.md,en,0.0,25,175,qwen3,30,1.2,171.429,33
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\docs\changes\README.md,.md,en,0.0,47,323,qwen3,75,1.5957,232.198,62
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\docs\decisions\DEC-0000-template.md,.md,en,0.0,94,661,qwen3,170,1.8085,257.186,123
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\docs\decisions\README.md,.md,en,0.0,78,601,qwen3,132,1.6923,219.634,102
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\docs\intake\README.md,.md,en,0.0,60,391,qwen3,82,1.3667,209.719,78
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\docs\spec\context.md,.md,en,0.0,60,416,qwen3,93,1.55,223.558,78
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\process\templates\docs\spec\README.md,.md,cyrillic,0.0117,228,1595,qwen3,353,1.5482,221.317,502
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\__init__.py,.py,code,0.0,26,318,qwen3,73,2.8077,229.56,71
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\bench\__init__.py,.py,code,0.0,30,286,qwen3,60,2.0,209.79,81
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\bench\init_product.py,.py,code,0.0,525,5077,qwen3,1222,2.3276,240.693,1418
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\bench\journal.py,.py,code,0.0,997,9899,qwen3,2548,2.5557,257.4,2692
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\bench\loader.py,.py,code,0.0,503,4391,qwen3,1091,2.169,248.463,1359
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\bench\score.py,.py,code,0.0,3570,39242,qwen3,9546,2.6739,243.26,9639
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\cli.py,.py,code,0.0,5173,70318,qwen3,14683,2.8384,208.809,13968
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\adapters.py,.py,code,0.0,1110,12061,qwen3,2822,2.5423,233.977,2997
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\analyze.py,.py,code,0.0,1341,14599,qwen3,3317,2.4735,227.207,3621
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\archiver.py,.py,code,0.0,434,4209,qwen3,1002,2.3088,238.061,1172
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_codec.py,.py,code,0.0,630,7424,qwen3,1687,2.6778,227.236,1701
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_lock.py,.py,code,0.0,749,9305,qwen3,1966,2.6248,211.284,2023
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_patch.py,.py,code,0.0,583,6009,qwen3,1314,2.2539,218.672,1575
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_policy.py,.py,code,0.0,1028,12472,qwen3,2793,2.7169,223.942,2776
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_reader.py,.py,code,0.0,1022,11106,qwen3,2576,2.5205,231.947,2760
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_registry.py,.py,code,0.0,2333,30859,qwen3,5838,2.5024,189.183,6300
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_storage.py,.py,code,0.0,652,8302,qwen3,1669,2.5598,201.036,1761
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_transactions.py,.py,code,0.0,1201,17341,qwen3,3729,3.1049,215.04,3243
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifacts.py,.py,code,0.0,1980,32817,qwen3,6345,3.2045,193.345,5346
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\assets.py,.py,code,0.0,445,4422,qwen3,1001,2.2494,226.368,1202
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\board.py,.py,code,0.0,1022,11106,qwen3,2676,2.6184,240.951,2760
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\config.py,.py,code,0.0,413,4380,qwen3,927,2.2446,211.644,1116
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\context.py,.py,code,0.0,1954,20454,qwen3,4809,2.4611,235.113,5276
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\decide.py,.py,code,0.0,955,10835,qwen3,2387,2.4995,220.305,2579
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\evidence.py,.py,code,0.0,1306,13307,qwen3,3163,2.4219,237.694,3527
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\frontmatter.py,.py,code,0.0,165,1676,qwen3,400,2.4242,238.663,446
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\fsm.py,.py,code,0.0,3673,47308,qwen3,9537,2.5965,201.594,9918
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\gate_receipts.py,.py,code,0.0,1142,12464,qwen3,2829,2.4772,226.974,3084
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\graph.py,.py,code,0.0,156,1434,qwen3,327,2.0962,228.033,422
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\hasher.py,.py,code,0.0,295,3341,qwen3,784,2.6576,234.66,797
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\installer.py,.py,code,0.0,1559,18785,qwen3,4160,2.6684,221.453,4210
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\integrity.py,.py,code,0.0,1292,13997,qwen3,3133,2.4249,223.834,3489
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\layout.py,.py,code,0.0,493,5511,qwen3,1217,2.4686,220.831,1332
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\leash.py,.py,code,0.0,3164,30278,qwen3,7231,2.2854,238.82,8543
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\lifecycle.py,.py,code,0.0,68,537,qwen3,125,1.8382,232.775,184
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\lock.py,.py,code,0.0,551,5489,qwen3,1287,2.3358,234.469,1488
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\queue.py,.py,code,0.0,2623,29394,qwen3,6630,2.5276,225.556,7083
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\runners.py,.py,code,0.0,388,3462,qwen3,858,2.2113,247.834,1048
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\scaffold.py,.py,code,0.0,797,9341,qwen3,2184,2.7403,233.808,2152
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\schemas.py,.py,code,0.0,1021,10190,qwen3,2249,2.2027,220.707,2757
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\specify.py,.py,code,0.0,385,4433,qwen3,1036,2.6909,233.702,1040
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\steps.py,.py,code,0.0,169,1749,qwen3,481,2.8462,275.014,457
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\transitions.py,.py,code,0.0,2326,22460,qwen3,5163,2.2197,229.875,6281
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\conftest.py,.py,code,0.0,49,580,qwen3,129,2.6327,222.414,133
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_artifact_workflow.py,.py,code,0.0,305,3335,qwen3,866,2.8393,259.67,824
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_failure_modes.py,.py,code,0.0,256,3144,qwen3,838,3.2734,266.539,692
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_golden_workflow.py,.py,code,0.0,196,2365,qwen3,599,3.0561,253.277,530
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_noop_workflow.py,.py,code,0.0,257,3264,qwen3,804,3.1284,246.324,694
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_terminal_workflows.py,.py,code,0.0,166,2094,qwen3,480,2.8916,229.226,449
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\limiter.py,.py,code,0.0,172,1930,qwen3,465,2.7035,240.933,465
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\policy.py,.py,code,0.0,121,1095,qwen3,293,2.4215,267.58,327
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\stats.py,.py,code,0.0,195,2434,qwen3,598,3.0667,245.686,527
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\change_builder.py,.py,code,0.0,1529,22035,qwen3,5285,3.4565,239.846,4129
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_atomic_io.py,.py,code,0.0,595,7099,qwen3,1686,2.8336,237.498,1607
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_cli.py,.py,code,0.0,2503,31159,qwen3,8367,3.3428,268.526,6759
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_compatibility.py,.py,code,0.0,535,7193,qwen3,1970,3.6822,273.877,1445
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_crash_recovery.py,.py,code,0.0,967,12775,qwen3,3182,3.2906,249.08,2611
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_evidence.py,.py,code,0.0,256,3250,qwen3,772,3.0156,237.538,692
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_indexes.py,.py,code,0.0,348,4166,qwen3,1058,3.0402,253.961,940
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_locking.py,.py,code,0.0,503,5493,qwen3,1425,2.833,259.421,1359
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_security.py,.py,code,0.0,1203,15676,qwen3,4093,3.4023,261.1,3249
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_transitions.py,.py,code,0.0,413,4917,qwen3,1154,2.7942,234.696,1116
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_core_transitions.py,.py,code,0.0,815,9669,qwen3,2338,2.8687,241.804,2201
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_distribution_and_upgrade.py,.py,code,0.0,476,5473,qwen3,1362,2.8613,248.858,1286
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_installer.py,.py,code,0.0,1288,15722,qwen3,4167,3.2352,265.043,3478
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_layout.py,.py,code,0.0,307,3533,qwen3,863,2.8111,244.268,829
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_route_convergence.py,.py,code,0.0,214,2715,qwen3,682,3.1869,251.197,578
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_validator_cli.py,.py,code,0.0,454,5814,qwen3,1538,3.3877,264.534,1226
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_wheel_evidence.py,.py,code,0.0,240,2812,qwen3,725,3.0208,257.824,648
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_wheel_smoke.py,.py,code,0.0,462,4335,qwen3,1147,2.4827,264.591,1248
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_analyze.py,.py,code,0.0,576,8024,qwen3,2139,3.7135,266.575,1556
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_assets.py,.py,code,0.0,113,1237,qwen3,304,2.6903,245.756,306
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_catalog_freeze.py,.py,code,0.0,254,2906,qwen3,723,2.8465,248.796,686
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_cli.py,.py,code,0.0,1070,13655,qwen3,3574,3.3402,261.736,2889
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_codec.py,.py,code,0.0,355,3990,qwen3,1131,3.1859,283.459,959
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_concurrency.py,.py,code,0.0,224,3068,qwen3,711,3.1741,231.747,605
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_contracts.py,.py,code,0.0,437,5580,qwen3,1469,3.3616,263.262,1180
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_patch.py,.py,code,0.0,347,4654,qwen3,1276,3.6772,274.173,937
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_policy.py,.py,code,0.0,485,7196,qwen3,1825,3.7629,253.613,1310
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_reader.py,.py,code,0.0121,382,4739,qwen3,1316,3.445,277.696,1032
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_recovery.py,.py,code,0.0,274,4282,qwen3,1062,3.8759,248.015,740
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_registry.py,.py,code,0.0,520,7391,qwen3,1880,3.6154,254.363,1404
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_service.py,.py,code,0.0,2201,29750,qwen3,7369,3.348,247.697,5943
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_writer_eval.py,.py,code,0.0,1157,13461,qwen3,3422,2.9576,254.216,3124
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_board.py,.py,code,0.0,696,8761,qwen3,2325,3.3405,265.381,1880
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_config.py,.py,code,0.0,144,1580,qwen3,396,2.75,250.633,389
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_context.py,.py,code,0.001,991,12235,qwen3,3361,3.3915,274.704,2676
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_contract_v3.py,.py,code,0.0,207,2744,qwen3,676,3.2657,246.356,559
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_decide.py,.py,code,0.0,987,11589,qwen3,3024,3.0638,260.937,2665
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_evidence.py,.py,code,0.0,704,9750,qwen3,2552,3.625,261.744,1901
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_first_write.py,.py,code,0.0,605,7276,qwen3,1987,3.2843,273.09,1634
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_frontmatter.py,.py,code,0.0,104,1032,qwen3,244,2.3462,236.434,281
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_fsm.py,.py,code,0.0004,3433,45280,qwen3,11937,3.4771,263.626,9270
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_fsm_mutations.py,.py,code,0.0,1161,14231,qwen3,3781,3.2567,265.688,3135
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_gate_receipts.py,.py,code,0.0,519,6241,qwen3,1549,2.9846,248.197,1402
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_graph.py,.py,code,0.0,103,1248,qwen3,411,3.9903,329.327,279
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_halt_contract.py,.py,code,0.0,535,6112,qwen3,1575,2.9439,257.69,1445
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_hasher.py,.py,code,0.0,327,3716,qwen3,953,2.9144,256.459,883
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_installer_skills_dir.py,.py,code,0.0,132,1286,qwen3,308,2.3333,239.502,357
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_integrity.py,.py,code,0.0,385,4362,qwen3,1231,3.1974,282.21,1040
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_leash.py,.py,code,0.0,1726,19865,qwen3,5375,3.1141,270.576,4661
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_llm_adapter.py,.py,code,0.013,521,4643,qwen3,1285,2.4664,276.761,1407
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_lock.py,.py,code,0.0,230,2892,qwen3,690,3.0,238.589,621
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_manifest_and_ci_leash.py,.py,code,0.0,457,4802,qwen3,1280,2.8009,266.556,1234
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_queue.py,.py,code,0.0,990,12329,qwen3,3295,3.3283,267.256,2673
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_schemas.py,.py,code,0.0,962,13048,qwen3,3207,3.3337,245.785,2598
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_skills_core_state.py,.py,code,0.0,431,4372,qwen3,1142,2.6497,261.208,1164
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_spec_style.py,.py,code,0.0,217,2029,qwen3,554,2.553,273.041,586
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_specify.py,.py,code,0.0,432,5717,qwen3,1451,3.3588,253.804,1167
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets.py,.py,code,0.0,378,4099,qwen3,1080,2.8571,263.479,1021
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets_hash_coverage.py,.py,code,0.0,770,9306,qwen3,2406,3.1247,258.543,2079
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets_recovery.py,.py,code,0.0,708,7243,qwen3,1892,2.6723,261.218,1912
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_templates.py,.py,code,0.0,338,3875,qwen3,979,2.8964,252.645,913
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_v3_red_acceptance.py,.py,code,0.0,1100,12360,qwen3,2941,2.6736,237.945,2970
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_version_consistency.py,.py,code,0.0,246,2772,qwen3,712,2.8943,256.854,665
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\case.yaml,.yaml,yaml,0.0,96,999,qwen3,240,2.5,240.24,432
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\dependencies.lock.json,.json,yaml,0.0,8093,211710,qwen3,116177,14.3552,548.755,36419
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_atomicity.py,.py,code,0.0,512,6207,qwen3,1509,2.9473,243.113,1383
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_consistency.py,.py,code,0.0,166,2127,qwen3,534,3.2169,251.058,449
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_functional.py,.py,code,0.0,1092,14177,qwen3,3663,3.3544,258.376,2949
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_resilience.py,.py,code,0.0,1963,23971,qwen3,5548,2.8263,231.446,5301
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_resources.py,.py,code,0.0,462,5270,qwen3,1374,2.974,260.721,1248
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\input.md,.md,en,0.0,725,6120,qwen3,1748,2.411,285.621,943
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\functional\manifest.json,.json,yaml,0.0,207,2648,qwen3,605,2.9227,228.474,932
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\integrity\manifest.json,.json,yaml,0.0,160,1629,qwen3,384,2.4,235.727,720
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\manifest.json,.json,yaml,0.0,873,9351,qwen3,2314,2.6506,247.46,3929
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\process\manifest.json,.json,yaml,0.0,260,2761,qwen3,695,2.6731,251.72,1170
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\resilience\manifest.json,.json,yaml,0.0,214,2207,qwen3,521,2.4346,236.067,963
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\interpreter.py,.py,code,0.0,1088,11814,qwen3,2591,2.3814,219.316,2938
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\manifest.json,.json,yaml,0.0,32,462,qwen3,161,5.0312,348.485,144
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\patches\parallel-approval\overlay.json,.json,yaml,0.0,51,1189,qwen3,533,10.451,448.276,230
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\patches\version-supersede\overlay.json,.json,yaml,0.0,43,1072,qwen3,461,10.7209,430.037,194
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\variant-contract.json,.json,yaml,0.0,78,1104,qwen3,363,4.6538,328.804,351
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public-inventory.json,.json,yaml,0.0,1478,40401,qwen3,18660,12.6252,461.87,6651
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public_suite\baseline_suite.py,.py,code,0.0,865,10988,qwen3,2760,3.1908,251.183,2336
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public_suite\clients.py,.py,code,0.0,390,4290,qwen3,1002,2.5692,233.566,1053
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\README.md,.md,en,0.0,393,3180,qwen3,751,1.9109,236.164,511
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\calibration-index.md,.md,en,0.0,532,2967,qwen3,888,1.6692,299.292,692
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\calibration-summary.json,.json,yaml,0.0,787,10282,qwen3,2881,3.6607,280.198,3542
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\qualification-index.md,.md,en,0.0,188,2055,qwen3,999,5.3138,486.131,245
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\compose.yaml,.yaml,yaml,0.0,295,4923,qwen3,1716,5.8169,348.568,1328
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\archive\2025-reporting-consolidation\analysis.md,.md,en,0.0,114,872,qwen3,213,1.8684,244.266,149
