source,path,suffix,category,cyrillic_share,words,bytes,tokenizer,tokens,tokens_per_word,tokens_per_kbyte,heuristic_tokens
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\bench\score.py,.py,code,0.0,3570,39242,deepseek-v3,10228,2.865,260.639,9639
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\cli.py,.py,code,0.0,5173,70318,deepseek-v3,15961,3.0854,226.983,13968
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\adapters.py,.py,code,0.0,1110,12061,deepseek-v3,3093,2.7865,256.446,2997
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\analyze.py,.py,code,0.0,1341,14599,deepseek-v3,3682,2.7457,252.209,3621
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\archiver.py,.py,code,0.0,434,4209,deepseek-v3,1062,2.447,252.316,1172
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_codec.py,.py,code,0.0,630,7424,deepseek-v3,1855,2.9444,249.865,1701
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_lock.py,.py,code,0.0,749,9305,deepseek-v3,2159,2.8825,232.026,2023
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_patch.py,.py,code,0.0,583,6009,deepseek-v3,1435,2.4614,238.808,1575
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_policy.py,.py,code,0.0,1028,12472,deepseek-v3,3068,2.9844,245.991,2776
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_reader.py,.py,code,0.0,1022,11106,deepseek-v3,2761,2.7016,248.604,2760
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_registry.py,.py,code,0.0,2333,30859,deepseek-v3,6303,2.7017,204.252,6300
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_storage.py,.py,code,0.0,652,8302,deepseek-v3,1772,2.7178,213.443,1761
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifact_transactions.py,.py,code,0.0,1201,17341,deepseek-v3,4005,3.3347,230.956,3243
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\artifacts.py,.py,code,0.0,1980,32817,deepseek-v3,6961,3.5157,212.116,5346
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\assets.py,.py,code,0.0,445,4422,deepseek-v3,1088,2.4449,246.043,1202
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\board.py,.py,code,0.0,1022,11106,deepseek-v3,2883,2.8209,259.589,2760
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\config.py,.py,code,0.0,413,4380,deepseek-v3,992,2.4019,226.484,1116
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\context.py,.py,code,0.0,1954,20454,deepseek-v3,5245,2.6842,256.429,5276
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\decide.py,.py,code,0.0,955,10835,deepseek-v3,2547,2.667,235.072,2579
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\evidence.py,.py,code,0.0,1306,13307,deepseek-v3,3424,2.6217,257.308,3527
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\frontmatter.py,.py,code,0.0,165,1676,deepseek-v3,457,2.7697,272.673,446
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\fsm.py,.py,code,0.0,3673,47308,deepseek-v3,10238,2.7874,216.412,9918
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\gate_receipts.py,.py,code,0.0,1142,12464,deepseek-v3,3037,2.6594,243.662,3084
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\graph.py,.py,code,0.0,156,1434,deepseek-v3,338,2.1667,235.704,422
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\hasher.py,.py,code,0.0,295,3341,deepseek-v3,827,2.8034,247.531,797
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\installer.py,.py,code,0.0,1559,18785,deepseek-v3,4505,2.8897,239.819,4210
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\integrity.py,.py,code,0.0,1292,13997,deepseek-v3,3373,2.6107,240.98,3489
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\layout.py,.py,code,0.0,493,5511,deepseek-v3,1321,2.6795,239.702,1332
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\leash.py,.py,code,0.0,3164,30278,deepseek-v3,7759,2.4523,256.259,8543
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\lifecycle.py,.py,code,0.0,68,537,deepseek-v3,132,1.9412,245.81,184
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\lock.py,.py,code,0.0,551,5489,deepseek-v3,1386,2.5154,252.505,1488
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\queue.py,.py,code,0.0,2623,29394,deepseek-v3,7070,2.6954,240.525,7083
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\runners.py,.py,code,0.0,388,3462,deepseek-v3,907,2.3376,261.987,1048
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\scaffold.py,.py,code,0.0,797,9341,deepseek-v3,2352,2.9511,251.793,2152
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\schemas.py,.py,code,0.0,1021,10190,deepseek-v3,2398,2.3487,235.329,2757
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\specify.py,.py,code,0.0,385,4433,deepseek-v3,1161,3.0156,261.899,1040
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\steps.py,.py,code,0.0,169,1749,deepseek-v3,514,3.0414,293.882,457
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\src\deltafuse\core\transitions.py,.py,code,0.0,2326,22460,deepseek-v3,5482,2.3568,244.078,6281
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\conftest.py,.py,code,0.0,49,580,deepseek-v3,153,3.1224,263.793,133
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_artifact_workflow.py,.py,code,0.0,305,3335,deepseek-v3,929,3.0459,278.561,824
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_failure_modes.py,.py,code,0.0,256,3144,deepseek-v3,860,3.3594,273.537,692
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_golden_workflow.py,.py,code,0.0,196,2365,deepseek-v3,663,3.3827,280.338,530
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_noop_workflow.py,.py,code,0.0,257,3264,deepseek-v3,857,3.3346,262.561,694
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\e2e\test_terminal_workflows.py,.py,code,0.0,166,2094,deepseek-v3,515,3.1024,245.941,449
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\limiter.py,.py,code,0.0,172,1930,deepseek-v3,503,2.9244,260.622,465
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\policy.py,.py,code,0.0,121,1095,deepseek-v3,309,2.5537,282.192,327
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\bench\m02_impl\src\ratelimit\stats.py,.py,code,0.0,195,2434,deepseek-v3,645,3.3077,264.996,527
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\fixtures\change_builder.py,.py,code,0.0,1529,22035,deepseek-v3,5519,3.6095,250.465,4129
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_atomic_io.py,.py,code,0.0,595,7099,deepseek-v3,1812,3.0454,255.247,1607
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_cli.py,.py,code,0.0,2503,31159,deepseek-v3,9012,3.6005,289.226,6759
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_compatibility.py,.py,code,0.0,535,7193,deepseek-v3,2077,3.8822,288.753,1445
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_crash_recovery.py,.py,code,0.0,967,12775,deepseek-v3,3457,3.575,270.607,2611
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_evidence.py,.py,code,0.0,256,3250,deepseek-v3,841,3.2852,258.769,692
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_indexes.py,.py,code,0.0,348,4166,deepseek-v3,1121,3.2213,269.083,940
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_locking.py,.py,code,0.0,503,5493,deepseek-v3,1473,2.9284,268.159,1359
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_security.py,.py,code,0.0,1203,15676,deepseek-v3,4255,3.537,271.434,3249
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_artifact_transitions.py,.py,code,0.0,413,4917,deepseek-v3,1224,2.9637,248.932,1116
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_core_transitions.py,.py,code,0.0,815,9669,deepseek-v3,2488,3.0528,257.317,2201
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_distribution_and_upgrade.py,.py,code,0.0,476,5473,deepseek-v3,1438,3.021,262.744,1286
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_installer.py,.py,code,0.0,1288,15722,deepseek-v3,4485,3.4821,285.269,3478
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_layout.py,.py,code,0.0,307,3533,deepseek-v3,948,3.0879,268.327,829
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_route_convergence.py,.py,code,0.0,214,2715,deepseek-v3,729,3.4065,268.508,578
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_validator_cli.py,.py,code,0.0,454,5814,deepseek-v3,1600,3.5242,275.198,1226
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_wheel_evidence.py,.py,code,0.0,240,2812,deepseek-v3,769,3.2042,273.471,648
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\integration\test_wheel_smoke.py,.py,code,0.0,462,4335,deepseek-v3,1214,2.6277,280.046,1248
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_analyze.py,.py,code,0.0,576,8024,deepseek-v3,2248,3.9028,280.16,1556
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_assets.py,.py,code,0.0,113,1237,deepseek-v3,339,3.0,274.05,306
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_catalog_freeze.py,.py,code,0.0,254,2906,deepseek-v3,776,3.0551,267.034,686
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_cli.py,.py,code,0.0,1070,13655,deepseek-v3,3746,3.5009,274.332,2889
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_codec.py,.py,code,0.0,355,3990,deepseek-v3,1161,3.2704,290.977,959
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_concurrency.py,.py,code,0.0,224,3068,deepseek-v3,754,3.3661,245.763,605
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_contracts.py,.py,code,0.0,437,5580,deepseek-v3,1519,3.476,272.222,1180
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_patch.py,.py,code,0.0,347,4654,deepseek-v3,1343,3.8703,288.569,937
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_policy.py,.py,code,0.0,485,7196,deepseek-v3,1910,3.9381,265.425,1310
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_reader.py,.py,code,0.0121,382,4739,deepseek-v3,1419,3.7147,299.43,1032
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_recovery.py,.py,code,0.0,274,4282,deepseek-v3,1105,4.0328,258.057,740
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_registry.py,.py,code,0.0,520,7391,deepseek-v3,1996,3.8385,270.058,1404
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_service.py,.py,code,0.0,2201,29750,deepseek-v3,7723,3.5089,259.597,5943
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_artifact_writer_eval.py,.py,code,0.0,1157,13461,deepseek-v3,3741,3.2334,277.914,3124
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_board.py,.py,code,0.0,696,8761,deepseek-v3,2440,3.5057,278.507,1880
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_config.py,.py,code,0.0,144,1580,deepseek-v3,419,2.9097,265.19,389
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_context.py,.py,code,0.001,991,12235,deepseek-v3,3576,3.6085,292.276,2676
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_contract_v3.py,.py,code,0.0,207,2744,deepseek-v3,727,3.5121,264.942,559
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_decide.py,.py,code,0.0,987,11589,deepseek-v3,3188,3.23,275.088,2665
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_evidence.py,.py,code,0.0,704,9750,deepseek-v3,2665,3.7855,273.333,1901
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_first_write.py,.py,code,0.0,605,7276,deepseek-v3,2089,3.4529,287.108,1634
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_frontmatter.py,.py,code,0.0,104,1032,deepseek-v3,277,2.6635,268.411,281
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_fsm.py,.py,code,0.0004,3433,45280,deepseek-v3,12756,3.7157,281.714,9270
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_fsm_mutations.py,.py,code,0.0,1161,14231,deepseek-v3,3901,3.36,274.12,3135
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_gate_receipts.py,.py,code,0.0,519,6241,deepseek-v3,1667,3.2119,267.105,1402
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_graph.py,.py,code,0.0,103,1248,deepseek-v3,388,3.767,310.897,279
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_halt_contract.py,.py,code,0.0,535,6112,deepseek-v3,1676,3.1327,274.215,1445
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_hasher.py,.py,code,0.0,327,3716,deepseek-v3,1054,3.2232,283.638,883
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_installer_skills_dir.py,.py,code,0.0,132,1286,deepseek-v3,332,2.5152,258.165,357
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_integrity.py,.py,code,0.0,385,4362,deepseek-v3,1260,3.2727,288.858,1040
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_leash.py,.py,code,0.0,1726,19865,deepseek-v3,5627,3.2601,283.262,4661
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_llm_adapter.py,.py,code,0.013,521,4643,deepseek-v3,1365,2.62,293.991,1407
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_lock.py,.py,code,0.0,230,2892,deepseek-v3,772,3.3565,266.943,621
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_manifest_and_ci_leash.py,.py,code,0.0,457,4802,deepseek-v3,1358,2.9716,282.799,1234
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_queue.py,.py,code,0.0,990,12329,deepseek-v3,3416,3.4505,277.07,2673
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_schemas.py,.py,code,0.0,962,13048,deepseek-v3,3289,3.4189,252.069,2598
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_skills_core_state.py,.py,code,0.0,431,4372,deepseek-v3,1233,2.8608,282.022,1164
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_spec_style.py,.py,code,0.0,217,2029,deepseek-v3,577,2.659,284.377,586
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_specify.py,.py,code,0.0,432,5717,deepseek-v3,1568,3.6296,274.27,1167
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets.py,.py,code,0.0,378,4099,deepseek-v3,1168,3.0899,284.948,1021
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets_hash_coverage.py,.py,code,0.0,770,9306,deepseek-v3,2608,3.387,280.249,2079
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_sync_assets_recovery.py,.py,code,0.0,708,7243,deepseek-v3,2036,2.8757,281.099,1912
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_templates.py,.py,code,0.0,338,3875,deepseek-v3,1022,3.0237,263.742,913
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_v3_red_acceptance.py,.py,code,0.0,1100,12360,deepseek-v3,3127,2.8427,252.994,2970
deltafuse,C:\Users\ghost\workspace\gste\deltafuse\tests\unit\test_version_consistency.py,.py,code,0.0,246,2772,deepseek-v3,767,3.1179,276.696,665
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\case.yaml,.yaml,yaml,0.0,96,999,deepseek-v3,255,2.6562,255.255,432
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\dependencies.lock.json,.json,yaml,0.0,8093,211710,deepseek-v3,92173,11.3892,435.374,36419
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_atomicity.py,.py,code,0.0,512,6207,deepseek-v3,1592,3.1094,256.485,1383
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_consistency.py,.py,code,0.0,166,2127,deepseek-v3,575,3.4639,270.334,449
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_functional.py,.py,code,0.0,1092,14177,deepseek-v3,3786,3.467,267.052,2949
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_resilience.py,.py,code,0.0,1963,23971,deepseek-v3,5925,3.0183,247.174,5301
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\hidden_suite\test_resources.py,.py,code,0.0,462,5270,deepseek-v3,1433,3.1017,271.917,1248
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\input.md,.md,en,0.0,725,6120,deepseek-v3,1760,2.4276,287.582,943
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\functional\manifest.json,.json,yaml,0.0,207,2648,deepseek-v3,632,3.0531,238.671,932
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\integrity\manifest.json,.json,yaml,0.0,160,1629,deepseek-v3,394,2.4625,241.866,720
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\manifest.json,.json,yaml,0.0,873,9351,deepseek-v3,2330,2.669,249.171,3929
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\process\manifest.json,.json,yaml,0.0,260,2761,deepseek-v3,688,2.6462,249.185,1170
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\mutations\resilience\manifest.json,.json,yaml,0.0,214,2207,deepseek-v3,526,2.4579,238.333,963
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\interpreter.py,.py,code,0.0,1088,11814,deepseek-v3,2791,2.5653,236.245,2938
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\manifest.json,.json,yaml,0.0,32,462,deepseek-v3,160,5.0,346.32,144
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\patches\parallel-approval\overlay.json,.json,yaml,0.0,51,1189,deepseek-v3,446,8.7451,375.105,230
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\reference\patches\version-supersede\overlay.json,.json,yaml,0.0,43,1072,deepseek-v3,377,8.7674,351.679,194
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\oracle\variant-contract.json,.json,yaml,0.0,78,1104,deepseek-v3,386,4.9487,349.638,351
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public-inventory.json,.json,yaml,0.0,1478,40401,deepseek-v3,14960,10.1218,370.288,6651
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public_suite\baseline_suite.py,.py,code,0.0,865,10988,deepseek-v3,2892,3.3434,263.196,2336
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\public_suite\clients.py,.py,code,0.0,390,4290,deepseek-v3,1046,2.6821,243.823,1053
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\README.md,.md,en,0.0,393,3180,deepseek-v3,746,1.8982,234.591,511
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\calibration-index.md,.md,en,0.0,532,2967,deepseek-v3,875,1.6447,294.911,692
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\calibration-summary.json,.json,yaml,0.0,787,10282,deepseek-v3,2811,3.5718,273.39,3542
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\reports\qualification-index.md,.md,en,0.0,188,2055,deepseek-v3,803,4.2713,390.754,245
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\compose.yaml,.yaml,yaml,0.0,295,4923,deepseek-v3,1803,6.1119,366.24,1328
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\archive\2025-reporting-consolidation\analysis.md,.md,en,0.0,114,872,deepseek-v3,215,1.886,246.56,149
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\archive\2025-reporting-consolidation\request.md,.md,en,0.0,124,965,deepseek-v3,212,1.7097,219.689,162
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\_capabilities.yaml,.yaml,yaml,0.0,256,3366,deepseek-v3,786,3.0703,233.512,1152
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\contracts\api.md,.md,en,0.0,475,3680,deepseek-v3,960,2.0211,260.87,618
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\contracts\canonical-observation.md,.md,en,0.0,200,1911,deepseek-v3,490,2.45,256.41,260
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\contracts\events.md,.md,en,0.0,571,4244,deepseek-v3,1047,1.8336,246.701,743
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\docs\spec\contracts\README.md,.md,en,0.0,232,1897,deepseek-v3,416,1.7931,219.294,302
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\infra\postgres\README.md,.md,en,0.0,249,1904,deepseek-v3,488,1.9598,256.303,324
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\legacy\README.md,.md,en,0.0,122,862,deepseek-v3,204,1.6721,236.659,159
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\README.md,.md,en,0.0,364,2991,deepseek-v3,837,2.2995,279.84,474
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\tests\system\fixtures\approve.json,.json,yaml,0.0,40,442,deepseek-v3,147,3.675,332.579,180
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\tests\system\fixtures\reject.json,.json,yaml,0.0,40,454,deepseek-v3,151,3.775,332.599,180
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\seed\tests\system\README.md,.md,en,0.0,132,997,deepseek-v3,237,1.7955,237.713,172
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\J03-document-flow\WORKER.md,.md,en,0.0,218,1449,deepseek-v3,345,1.5826,238.095,284
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\case.yaml,.yaml,yaml,0.0,49,524,deepseek-v3,172,3.5102,328.244,221
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\hidden_suite\test_acceptance.py,.py,code,0.0,97,1135,deepseek-v3,368,3.7938,324.229,262
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\input.md,.md,en,0.0,126,866,deepseek-v3,212,1.6825,244.804,164
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\oracle.yaml,.yaml,yaml,0.0,73,1053,deepseek-v3,338,4.6301,320.988,329
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\seed\docs\spec\_capabilities.yaml,.yaml,yaml,0.0,26,338,deepseek-v3,84,3.2308,248.521,117
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\seed\docs\spec\security\ratelimit.md,.md,en,0.0,65,453,deepseek-v3,120,1.8462,264.901,85
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\seed\src\ratelimit\limiter.py,.py,code,0.0,106,999,deepseek-v3,264,2.4906,264.264,287
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\seed\tests\test_limiter.py,.py,code,0.0,24,275,deepseek-v3,88,3.6667,320.0,65
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M01-cooldown\WORKER.md,.md,en,0.0,116,728,deepseek-v3,192,1.6552,263.736,151
deltafuse-bench,C:\Users\ghost\workspace\gste\deltafuse-bench\cases\M02-policy-stats\case.yaml,.yaml,yaml,0.0,59,627,deepseek-v3,202,3.4237,322.169,266
